Fitter Faster;Easiest fitness app, ever.;http://fitterfaster.com;https://www.linkedin.com/company/fitter-faster-app;http://twitter.com/fitterfasterapp;startup
Studio X;A specialized studio taking fitness, education and wellness to the personalized level;http://studioxsk.com;;
Earthmiles;Socially positive digital marketing;http://www.earthmiles.co.uk;;https://twitter.com/_earthmiles;Mobile App
Babywearing Barre/Baby Bump Ballet;Promote happier mamas;http://www.BabyBumpBallet.net;;
Muoverti;Interactive exercise and training devices;http://www.muoverti.com;;
MeezyFit;Connecting people to fitness services;http://meezyfit.com;https://www.linkedin.com/company/3882553?trk=tyah&trkInfo=idx%3A1-1-1%2CtarId%3A1422904855178%2Ctas%3Ameezyfit;https://twitter.com/meezyfit;Limited Liability Company
5minpt;Online Short Interval Personal Training;http://5minpt.com;;
OYO Fitness;Weight Training Benefits -- Without Weight;http://OYOfitness.com;;
The Barbell Grill;Nutrition.Fitness.Nightlife.;http://barbellgrill.com;;
MagneticWill;;http://www.magneticwill.com;;https://twitter.com/MagneticWillInc
Find Your Swolemate;Where health matters.;http://findyourswolemate.com;;
DASHR - Run Together.;Helping runners find running partners;http://www.dashrtheapp.com;;http://www.twitter.com/dashrapp;startup
Athletes Performance Gear;Performance Hydration System for Runners and Walkers;http://www.iHydroRun.com;;
Bodypage;This is the shazam for food. Find out whats really in your food and beat the labels.;http://www.bodypage.co.uk/site/;;;Limited Company
Dance Pass;Yelp for dance;http://www.dance-pass.com;;
60Days2Motivate;'Meetup, Facebook & MoneySuperMarket' of e-Fitness and LifeStyle Motivation;http://iwww.60days2motivate.com;;;healthcare technology
OpenBike;Operating System for Bicycles;https://openbike.com;https://www.linkedin.com/company/openbike;https://twitter.com/OpenBikeHQ;startup
BIEX;Useful fitness wearable;http://www.biex.eu;;
ThermoGenesis Group;Cloud-connected treadmill desks and standing desks;http://www.thermogenesisgroup.com;https://www.linkedin.com/company/3074762?trk=tyah&trkInfo=tarId%3A1421868933249%2Ctas%3Aworkwhilewalking%2Cidx%3A1-1-1;https://twitter.com/treadmilldesker;C Corp
Workout Partners;Find someone to workout with online;http://workout.partners;;http://twitter.com/PartnersWorkout;Early Stage
Abone.me;Fitness clubs cards buy service;https://abone.me/;;
Eglobal Fitness; Obtain Diet  Nutrition merchandise on-line at low costs in Republic of India.;http://eglobalfitness.com;https://www.linkedin.com/profile/view?id=391532102&trk=nav_responsive_tab_profile;https://twitter.com/FitnessEglobal
Fresh N Fit Life;Pre-made healthy meals with fitness;https://www.facebook.com/freshnfitlife?ref=bookmarks;;
Book&sport;Book&sport, sport activities online booking platform;http://www.booknsport.com;;
Training Amigo;Connecting Fitness Devices & People ;https://www.trainingamigo.com;;;startup
E-volve365;Helping our personal training clients stay on track beyond the gym walls;http://e-volve365.co;;
Beast Fingers Climbing Gym;Bring the first climbing gym to the Nations Capitol;http://www.amananderson.com;;
Nettelo;your body in 3D on your smartphone;http://www.nettelo.com;;
BuyMenStuff;The Manliest Shop on the Web;http://buymenstuff.com;;
Modo Yoga Las Vegas;Eco Conscious, Up-cycled Hot Yoga Studio ;http://modoyogalasvegas.com;http://www.linkedin.com/in/modoyogalasvegas;http://twitter.com/modoyogalv;Yoga Studio & Lifestyle Brand
My PT Hub;The Ulimate Personal Training Management Software;http://www.mypthub.net;http://uk.linkedin.com/in/philcarr/;http://www.twitter.com/mypthub
Fitnut Services;Personalised Fitness and Nutrition;http://www.fitnut.in;https://www.linkedin.com/company/fitnut-services-private-limited?;https://twitter.com/FitNutIN;Private Limited Company
WellSquad;A fitness marketplace blending strengths of our favorite apps (Uber, Tinder, & Groupon). ;http://www.wellsquad.com;;https://twitter.com/WellSquad;HealthTech
Crik Nutrition;Protein Powder & Supplements from Crickets;http://www.criknutrition.com;http://www.linkedin.com/criknutrition;http://www.twitter.com/criknutrition;E-Commerce
MariGold Foods;grass fed bars + farmers market;http://www.marigoldbars.com;https://www.linkedin.com/company/marigold-foods;http://www.twitter.com/marigoldbars;Food processing 
AIR PLAY;Fit, Family Fun!;http://facebook.com/AIRPLAYTTOWN;;
ViewSPORT;Self Motivating Apparel;http://www.viewsport.us;http://www.linkedin.com/viewsport;http://www.twitter.com/viewsport;Corporation
Homer Enterprises;searchable gym memberships;http://www.memberxchange.com;;
Pozifit;Fitness studio management software;http://pro.pozifit.com;https://www.linkedin.com/company/5060239;https://twitter.com/pozifit
SWEAT;How do professional athletes get so good?;http://www.sweatmobile.com;;
Jeem;Personalized Wellness, Anywhere, Anytime (Google Helpouts and Pandora for fitness);https://jeem.meteor.com;;https://twitter.com/jeem_co;startup
Vitru Fitness;Find Your Fitness;http://www.vitru.fitness;;;C Corp
TemelSafinaz.com;All about staying fit;http://www.temelsafinaz.com;;
Fitness Together - Topsfield, MA;Raising capital to purchase an existing successful Fitness Together franchise;http://fitnesstogether.com/topsfield;;;fitness
Garage Fit Equipment "FitHolster";FINALLY, Lift without with Crushing your Device (Including Insulin Pumps!);http://www.fitholster.com;;;fitness
That Clean Life ;We make eating healthy simple and fun. ;http://thatcleanlife.com;https://www.linkedin.com/company/that-clean-life;http://twitter.com/thatcleanlife;wellness
UniBody Health & Fitness;Wearable Tech - Fitbit with resistance ;http://www.UniBodyFitness.com;;
Methodology;SoulCycle for food;http://www.gomethodology.com;;
Noodum;Tamagotchi x Pedometer x Wearable;http://www.wokamon.com;;http://twitter.com/@wokamon
Spiderlion, Inc. ;Fitness & Training Delivery Software;http://www.spiderlion.com;;;S Corp
Elysium Health;The first genomic supplementation company;http://www.elysiumhealth.com;;;startup
Health Freak Chic;All Natural Wraps and Supplements;http://healthfreakchic.myitworks.com;http://linkedin.com/gabriellelang;http://twitter.com/healthfreakchic;fitness
Work Live Walk;Increase Your Energy and Productivity;http://worklivewalk.com/;;
Enigmas Edge Design;Dips at Home(Iron Gym);https://www.dipgrips.com;;
The App Cauldron;Run training for serious runners;http://www.theappcauldron.com;;
Obstacle Elite;Training for Obstacle Course Racing;http://www.obstacleelite.squarespace.com;;
Fitplx;Fitplx is a rewards app that offers free stuff for exercising;http://www.fitplx.com/;;
RawNature5;Almond Milk Protein Drinks;http://RawNature5.com;;
Stimul;Digital behavioral coaching with a human touch for inactivity and weight-loss;http://www.stimulme.com;https://www.linkedin.com/company/5389766?trk=tyah&trkInfo=tarId%3A1417445772411%2Ctas%3Astimulab%2Cidx%3A1-1-1;https://twitter.com/Stimul_Fr;startup
Baron Biosystems;Enhancing Performance Through Data Analytics;http://www.baronbiosys.com;;
Pnutbutter;Instagram for fitness;http://www.pnutbutter.com;;
Project Drop ;Project Drop is a fitness project crafted to drive competition, motivation, and wellness;http://www.projectdrop.co/;;
Max Fitness Little Rock;Health Club and Fitness Center;http://www.maxlittlerock.com;;;gym
Peloton;High-energy group fitness in your living room;http://pelotoncycle.com;;
MyFuelUp;Nutrient-Timed, Flexible Meal Planning;https://www.myfuelup.com;https://www.linkedin.com/company/myfuelup;https://twitter.com/myfuelup
JackedScholar.ca;Supplements for students;http://www.JackedScholar.ca;;
Hranoprovod;Personal life tracking;https://github.com/Hranoprovod;;
Abs-Tract Enterprises;Truth to Power: Minding the Knowledge Gaps;http://www.abs-tract.org;;http://www.twitter.com/The_Abs_Tract
Spring Moves;Rhythm based movement;http://www.springmoves.com;;;music
iFit;Connecting everything fitness;http://ifit.com;;
healthAddiKt;We are addressing the 75% of costs shelled out from health insurance companies each year.;http://healthAddiKt.com;;http://twitter.com/health_addikt;HealthTech
Zikto;Measure quality of your walk;http://www.zikto.com;;
Ritual;SoulCycle of yoga;https://www.facebook.com/ritualsanfrancisco;;;Yoga Studio & Lifestyle Brand
Naviigate;Touchscreen  Device for the Health/Fitness Industry;http://www.naviigate.com;https://www.linkedin.com/company/naviigate;https://twitter.com/naviigate;Limited Liability Company
Fleetfit;We bring the trainers to you;http://www.getfleetfit.com;;
human form+;Healthcare as a service;http://wearabletechnologycloud.com;;;healthcare technology
GymCity;One Stop Fitness Platform;http://www.gymcityplus.com;;
Stay Phit;Workplace wellness events;http://www.StayPhit.com;;
Fizeque;On-demand fitness! When and where you want.;http://www.fizeque.com;http://www.linkedin.com/company/fizeque;http://twitter.com/fizequeaus;Marketplace 
redFibr;iTunes for fitness;http://www.redfibr.com;;
Fit Gurus;A platform for trainers and athletes;https://fitgurus.com;https://www.linkedin.com/company/5335358;https://twitter.com/fit_gurus;Limited Company
Fitterli;Affordable and accurate 3D Bodyscanning technology;http://www.fitterli.com;;
FIT Radio;Workout Music App;http://www.fitradio.com;;http://twitter.com/@fitradio;Mobile App
OH! Juice;Health in a Bottle;http://ohjuicecleanse.com;https://www.linkedin.com/company/oh-juice;http://www.twitter.com/ohjuiceco;Food processing 
New Skool Sports;Fun, Fit, Innovative;http://www.knuckleracket.com;;https://twitter.com/nuckleracketman;seed fund
One Healthy Bar;Mens sana in corpore sano. - A healthy mind in a healthy body.;http://www.FabMuscles.com;;http://twitter.com/FabMuscles;Retail
Rise Fitness;Modernized Condominium Fitness Services;http://www.risefitness.ca;;;fitness
Tranism;Men's Minimalist Gym Wear;https://www.facebook.com/TranismClothing;;;Fashion
Twinbody;London based social media portal tailored weight loss seeking $120k to gain traction;http://Twinbody.com;;
SearchGym;Flexible gym pass provider;http://www.searchgym.co.uk;;
TempoRun;The perfect running playlist;http://www.temporunapp.com;;http://www.twitter.com/temporunapp
Surpass the Limit;Group workouts in your community;http://www.surpassthelimit.com;;
YouPlus Health;A connected fitness, nutrition and sleep system designed by doctors, for you.;http://www.youplus.com;https://www.linkedin.com/company/you-;http://www.twitter.com/youplus
Gyroscope;Personal websites powered by your life;https://gyrosco.pe;;http://twitter.com/gyroscope_app
Fiterazzi Magazine;Online health + fitness magazine focused on positive body image;http://www.fiterazzi.com;https://www.linkedin.com/company/fiterazzi-magazine;http://www.twitter.com/fiterazzi
Millennium Dance Media;Branded dance media;http://www.millenniumdancecomplex.com;https://www.linkedin.com/company/millennium-dance-partners?trk=top_nav_home;https://twitter.com/dancemillennium;Early Stage
Freshfit;Rewarding your Healthy Habits;http://freshfit.strikingly.com;;
Labeeto;Social Networking Meets Fitness Dating;http://www.labeeto.com;;
WeRace;Search and rate/review running races;http://www.werace.co;;
Jyrobike;Auto Balance Bicycles;;;http://twitter.com/@jyrobike;startup
Association of Fitness Studios;Business education and consultative services for fitness studios;http://www.afsfitness.com;https://www.linkedin.com/company/association-of-fitness-studios;twitter.com/https://www.facebook.com/AFScommunity
Basketball Combine Training;Basketball training for kids;http://www.basketballcombinetraining.com;;
Muscle Factory;Upgrading the nutritional supplements culture ;http://Muscle Factory;;
Sala Football;Soccer lifestyle brand (Hurley for soccer players);http://www.salafootball.com;;
SportConnect;Engagement platform for sports influencers;http://www.sportconnect.com;;;startup
SHAPE A MILL BEAUTY BAR;  Rock top grade virgin hair with top grade savings!!!!;http://WWW.SHAPEAMILL.COM;;;beauty services
Fitstreamer;Live video fitness platform;http://fitstreamer.com;;https://twitter.com/fitstreamer
Forged Elite;WOD and performance tracking for the extreme fitness community;http://www.forgedelite.com;;https://twitter.com/forgedelite
Balanced Life Institute;santa monica weight loss;http://www.bli-usa.com/;;
Quest Online Services;TeleHealth and Fitness Services;http://questforfit.com/;https://www.linkedin.com/company/quest-online-services;https://twitter.com/questosp
Swett Street Fitness;Next Generation Fitness Facility with community focus;http://www.swettstreet.com;https://www.linkedin.com/in/bradswett;https://twitter.com/SwettStreet;Limited Liability Company
Rithmio;Gesture Recognition Platform;http://rithmio.com;https://www.linkedin.com/company/3753600?trk=vsrp_companies_res_name&trkInfo=VSRPsearchId%3A436512131412717692937%2CVSRPtargetId%3A3753600%2CVSRPcmpt%3Aprimary;https://twitter.com/rithmio;startup
RocketJourney;Gamify your Exercise Goals;http://rocketjourney.com;;;SaaS
TFD;Empowering People to Better Health;;;
Run An Empire;Fitness and Strategy Game;http://runanempire.com/;;https://twitter.com/RunAnEmpire;mobile games 
Sweat Society;Strengthening muscles, minds, and bonds;http://www.sweatsociety.com;https://www.linkedin.com/company/sweat-society;http://www.twitter.com/Swe_So;Marketing Services
ClikFit;Pager for Personal Fitness;http://www.cliknyc.com;;;fitness
Thumbbell;Tripadvisor for fitness & wellness services;http://www.thumbbell.com;https://www.linkedin.com/company/thumbbell-media-private-limited;https://twitter.com/thumbbell;private company
Proposition One (Ire);Global Fitness CRM Platform for the Internet of Things;http://www.propositionone.com;;
Janbr;All gyms/studios/trainers one subscription;http://janbr.com;;
Slimpose;Instagram for fans of fitness.;http://www.slimpose.com;;https://twitter.com/Slimpose;startup
ValenX;Diabetic,hypertension,hi cholesterol diet food at click of button;https://www.ValenX.com;;
Teamster;New Friends, Same Sport/Area;https://itunes.apple.com/us/app/teamster/id909633954?ls=1&mt=8;http://www.linkedin.com/company/4287142;http://twitter.com/@TeamsterApp;startup
FitQuick;Find fitness experts fast;http://fitquick.co;http://www.linkedin.com/company/6394741?trk=prof-exp-company-name;https://twitter.com/FitQuickAU;startup
Selfie-Z;Magnetic Phone Management. Super Seamless Selfies.;http://www.selfiez.me;;
JC's Performance Elite Fitness;Expert Military Style Fitness;http://www.advocare.com/140546816;;;fitness
Workout With Me;Fitness Sharing App;http://workoutwithme.co;;
mirin.me;Free Mini Movie Maker for Fitness Aficionados;http://mirin.me;;
MoveWith;Moving People. Group fitness at the tap of a button;http://www.movewith.com;;http://twitter.com/@teammovewith
Intelisoles;Wearable smart insole with embedded force & accelerometer sensors.;http://www.intelisoles.com;http://www.linkedin.com/company/intelisoles;http://www.twitter.com/Intelisoles;healthcare technology
Aza Entertainment;Entertainment Brand similar to DC/Marvel Comics with Female Super Heroes;http://www.azacomics.com;;
Go Reminders;No-show clients are no-pay clients;https://www.goreminders.com/;https://www.linkedin.com/company/goreminders;https://twitter.com/goreminders;Information Technology
Oneset;Your community for health and fitness;http://www.oneset.co;https://www.linkedin.com/company/9189984?trk=prof-exp-company-name;
Remente;An app for your personal development;http://www.remente.com;https://www.linkedin.com/company/remente;https://twitter.com/rementecorp;startup
BlackBox Trainer;Sustainable, customized fitness;http://www.blackboxtrainer.com;https://www.linkedin.com/in/aburke4;http://twitter.com/@blackboxtrainer;SaaS
Teampush;Simple exercise anytime, anywhere;http://getteampush.com;;http://twitter.com/getteampush;startup
Sin Rutina;Netflix for fitness and wellness;http://www.sinrutina.com/;;
GymLynx;Online marketplace where independent trainers can rent unused space from healthclubs.;http://www.GymLynx.com;;;Marketplace 
ShreddedApp;Myfitnesspal for bodybuilders;http://www.shreddedapp.launchrock.com;;
JADE Healthcare Group;Advanced Cloud Computing For Medical Diagnosis;http://www.jadehealthcaregroup.com;;
Ancore Digital;Dynamic Nutrition Technology - A revolution in nutrition science;http://www.justslim.net;;http://www.twitter.com/justslimlive;Limited Company
cocowell South Africa (Pty);Worlds best coconut water ;http://cocowell.co.za/index.php;;
NavFitness Apps;For Those Who Want To Finish Where They Started;http://Navfitness.com;;;Mobile App
CyberFit;Fitness programs from best coaches in your pocket;http://bit.ly/CyberFit;;
bibs;modernizing endunrace athletic events;http://mybibs.co;;http://twitter.com/@bibsinc;Mobile App
EmergentDetection;;http://www.EmergentDetection.com;;
StandApp;Stop Sitting, StandApp!;http://www.standapp.biz;;
Magna;Magna finds your perfect health and fitness match;http://www.themagnalife.com;;http://twitter.com/@themagnalife;healthcare technology
Amplifi;Your Workout Playlist Just Got Smarter;http://www.amplifi.biz;;http://www.twitter.com/getamplifi;Mobile App
BattleFit;Challenge based mobile fitness app;http://www.battlefitapp.com;;
Profuel # Fitness;Ingredients for a healthy life.;http://www.getprofuel.com;;http://www.twitter.com/getprofuel;Limited Liability Company
TiltFit;Your next workout, discovered;http://www.tiltFit.com;;
Imaginactive;Exer-tainment: exercising while being entertained;http://www.imaginactive-fitness.com;;
YogaBreak;Introducing express office yoga sessions with no changing or sweating.;http://www.yogabreaknyc.com;http://www.linkedin.com/company/yogabreak;http://www.twitter.com/YogaBreakNYC;startup
Pique Performance;Revolutionizing the Power of the Trainer;http://www.pique-performance.com;;
Wearable Wellness;Turn a walk into a workout;http://www.VivirGear.com;;;consumer tecnology 
Athla;Track Athletic Performance rather than just Steps (FaceBook "Moves" for Athletes);http://www.athla.com;;http://twitter.com/athlaVelcoity;Sports
TrainersUniverse;Marketplace for personal trainers;http://trainersuniverse.com/;;https://twitter.com/TrainersUni
ballsu;Any sports, anywhere, anytime, without commitment;http://ballsu.com;;
Globe Fitness App;Exercise the globe with Globe Fitness;http://www.exercisetheglobe.com;;
Fitivity;Customized fitness and recreational experiences;http://www.getfitivity.com;;;Mobile App
CourtVision App;Find. Check-in. Play. We are the #1 database of basketball courts in the US!;http://www.courtvisionmedia.com;;http://twitter.com/courtvisionapp;big data
BeFit;Get fit, strong and healthy with BeFit!;http://www.windowsphone.com/en-us/store/app/befit/770b05ca-7ba0-4aad-9e40-b57df0e43de2;;
Skyfit;;http://www.skyfitsports.com;;http://www.twitter.com/skyfitsports
Wheelchair Fitness Solution;Revolutionary Universal Wheelchair Fitness Machine;http://www.WheelchairFitnessSolution.com;;
ShapeRace;Challenge your friends and get fit;http://shaperace.com;;http://twitter.com/shaperace;startup
OOYO Sports;;http://www.ooyosports.com;http://www.linkedin.com/company/ooyo-sports-ltd;http://www.twitter.com/ooyosports
Primal 7;Optimizing human movement for recovery and performance;http://primal7.com;https://www.linkedin.com/company/primal-7;https://twitter.com/Primal7Movement
P3 Analytics;Motion Analysis Platform;http://www.p3.md;;;startup
